Name of Institution,Street Address,City,ZIP Code,County,Location 1
Canandaigua National Corporation,1998 Empire Boulevard,Webster,14580,Monroe,"1998 Empire Boulevard
Webster, NY 14580
(43.194068, -77.501679)"
Capital Communications Federal CU, 4 Winners Circle,Albany,12205,Albany,"4 Winners Circle
Albany, NY 12205
(42.720253, -73.797293)"
Capital Communications Federal CU,341 New Karner Road,Albany,12205,Albany,"341 New Karner Road
Albany, NY 12205
(42.728808, -73.8556)"
Capital Communications Federal CU, 899 Western Ave,Albany,12203,Albany,"899 Western Ave
Albany, NY 12203
(42.672101, -73.809462)"
Capital Communications Federal CU,799 Hoosick Street,Brunswick,12180,Rensselaer,"799 Hoosick Street
Brunswick, NY 12180"
Capital Communications Federal CU, 1744 Route 9,Clifton Park,12065,Saratoga,"1744 Route
Clifton Park, NY 12065"
Capital Communications Federal CU, 219 Ontario Street,Cohoes,12047,Albany,"219 Ontario Street
Cohoes, NY 12047
(42.773998, -73.696118)"
Capital Communications Federal CU,384 Bender Lane,Glenmont,12077,Albany,"384 Bender Lane
Glenmont, NY 12077
(42.606595, -73.791215)"
Capital Communications Federal CU,4 Century Hill Drive,Latham,12110,Albany,"4 Century Hill Drive
Latham, NY 12110
(42.771318, -73.75419)"
Capital Communications Federal CU, 2439 Route 9,Malta,12020,Saratoga,"2439 Route
Malta, NY 12020"
Capital Communications Federal CU, 100 Van Rensselaer Square,Rensselaer,12144,Rensselaer,"100 Van Rensselaer Square
Rensselaer, NY 12144
(42.655574, -73.691847)"
Capital Communications Federal CU,582 Balltown Road,Schenectady,12304,Schenectady,"582 Balltown Road
Schenectady, NY 12304
(42.783516, -73.893029)"
"Capital One, N.A.",1145 Willis Avenue,Albertson,11507,Nassau,"1145 Willis Avenue
Albertson, NY 11507
(40.775493, -73.650129)"
"Capital One, N.A.",983 Willis Avenue,Albertson,11507,Nassau,"983 Willis Avenue
Albertson, NY 11507
(40.770427, -73.648627)"
"Capital One, N.A.",31-17 Broadway,Astoria,11102,Queens,"31 17
Astoria, NY 11102"
"Capital One, N.A.",22-04 31st Street,Astoria,11105,Queens,"22 04 31st Street
Astoria, NY 11105"
"Capital One, N.A.",30-98 Steinway Street,Astoria,11103,Queens,"30 98 Steinway Street
Astoria, NY 11103"
"Capital One, N.A.",2025 Park Street,Atlantic Beach,11509,Nassau,"2025 Park Street
Atlantic Beach, NY 11509
(40.589532, -73.736502)"
"Capital One, N.A.",124 West Main Street,Babylon,11702,Suffolk,"124 West Main Street
Babylon, NY 11702
(40.695947, -73.325326)"
"Capital One, N.A.",8 Little East Neck Road,Babylon,11702,Suffolk,"8 Little East Neck Road
Babylon, NY 11702
(40.693303, -73.333971)"
"Capital One, N.A.",2303 Grand Avenue,Baldwin,11510,Nassau,"2303 Grand Avenue
Baldwin, NY 11510
(40.654836, -73.610405)"
"Capital One, N.A.",1701 Sunrise Highway,Bay Shore,11706,Suffolk,"1701 Sunrise Highway
Bay Shore, NY 11706
(40.736677, -73.244445)"
"Capital One, N.A.",211-47 26th Avenue,Bayside,11360,Queens,"211 47 26th Avenue
Bayside, NY 11360"
"Capital One, N.A.",73-16 Bell Boulevard,Bayside,11364,Queens,"73 16 Bell Boulevard
Bayside, NY 11364"
"Capital One, N.A.",214-01 Northern Boulevard,Bayside,11361,Queens,"214 01 Northern Boulevard
Bayside, NY 11361
(40.76033, -73.7689)"
"Capital One, N.A.",4625 Sunrise Highway,Bohemia,11716,Suffolk,"4625 Sunrise Highway
Bohemia, NY 11716
(40.755268, -73.11423)"
"Capital One, N.A.",4110 Veterans Memorial Highway,Bohemia,11716,Suffolk,"4110 Veterans Memorial Highway
Bohemia, NY 11716
(40.782616, -73.100571)"
"Capital One, N.A.",3159 Bainbridge Avenue,Bronx,10467,Bronx,"3159 Bainbridge Avenue
Bronx, NY 10467
(40.87475, -73.879426)"
"Capital One, N.A.",3049 Buhre Avenue,Bronx,10461,Bronx,"3049 Buhre Avenue
Bronx, NY 10461
(40.847601, -73.830685)"
"Capital One, N.A.",1650 Grand Concourse,Bronx,10468,Bronx,"1650 Grand
Bronx, NY 10468"
"Capital One, N.A.",557 Melrose Avenue,Bronx,10455,Bronx,"557 Melrose Avenue
Bronx, NY 10455
(40.816343, -73.917655)"
"Capital One, N.A.",1276 Fulton Avenue,Bronx,10456,Bronx,"1276 Fulton Avenue
Bronx, NY 10456
(40.83175, -73.903756)"
"Capital One, N.A.",151 East Fordham Road,Bronx,10468,Bronx,"151 East Fordham Road
Bronx, NY 10468
(40.862402, -73.897834)"
"Capital One, N.A.",1941 Williamsbridge Road,Bronx,10461,Bronx,"1941 Williamsbridge Road
Bronx, NY 10461
(40.853194, -73.853624)"
"Capital One, N.A.",3517 Johnson Avenue,Bronx,10463,Bronx,"3517 Johnson Avenue
Bronx, NY 10463
(40.886371, -73.909757)"
"Capital One, N.A.",5977 Riverdale Avenue,Bronx,10471,Bronx,"5977 Riverdale Avenue
Bronx, NY 10471
(40.908053, -73.903785)"
"Capital One, N.A.",725 Co-Op City Boulevard,Bronx,10475,Bronx,"725 Co-Op City Boulevard
Bronx, NY 10475
(40.879472, -73.825377)"
"Capital One, N.A.",4201 White Plains Road,Bronx,10466,Bronx,"4201 White Plains Road
Bronx, NY 10466
(40.893727, -73.857214)"
"Capital One, N.A.",2159 White Plains Road,Bronx,10462,Bronx,"2159 White Plains Road
Bronx, NY 10462
(40.855403, -73.867691)"
"Capital One, N.A.",179 Avenue U,Brooklyn,11223,Kings,"179 Avenue
Brooklyn, NY 11223
(40.591976, -73.976903)"
"Capital One, N.A.",858 Fulton Street,Brooklyn,11238,Kings,"858 Fulton Street
Brooklyn, NY 11238
(40.683499, -73.966985)"
"Capital One, N.A.",7110 5th Avenue,Brooklyn,11209,Kings,"7110 5th Avenue
Brooklyn, NY 11209
(40.632135, -74.02156)"
"Capital One, N.A.",1425 Rockaway Parkway,Brooklyn,11236,Kings,"1425 Rockaway Parkway
Brooklyn, NY 11236
(40.645268, -73.902459)"
"Capital One, N.A.",4612 13th Avenue,Brooklyn,11219,Kings,"4612 13th Avenue
Brooklyn, NY 11219
(40.636441, -73.990655)"
"Capital One, N.A.",420 Court Street,Brooklyn,11231,Kings,"420 Court Street
Brooklyn, NY 11231
(40.679699, -73.997196)"
"Capital One, N.A.",416 Metropolitan Avenue,Brooklyn,11211,Kings,"416 Metropolitan Avenue
Brooklyn, NY 11211
(40.714075, -73.954854)"
"Capital One, N.A.",7401 13th Avenue,Brooklyn,11228,Kings,"7401 13th Avenue
Brooklyn, NY 11228
(40.620787, -74.00693)"
"Capital One, N.A.",6501 11th Avenue,Brooklyn,11219,Kings,"6501 11th Avenue
Brooklyn, NY 11219
(40.628502, -74.006078)"
"Capital One, N.A.",413 86th Street,Brooklyn,11209,Kings,"413 86th Street
Brooklyn, NY 11209
(40.622577, -74.028006)"
"Capital One, N.A.",516 5th Avenue,Brooklyn,11215,Kings,"516 5th Avenue
Brooklyn, NY 11215
(40.666863, -73.988228)"
"Capital One, N.A.",3345 Fulton Street,Brooklyn,11208,Kings,"3345 Fulton Street
Brooklyn, NY 11208
(40.68376, -73.8718)"
"Capital One, N.A.",2150-54 86th Street,Brooklyn,11214,Kings,"2150 54 86th Street
Brooklyn, NY 11214
(40.602517, -73.994771)"
"Capital One, N.A.",315 Wyckoff Avenue,Brooklyn,11237,Kings,"315 Wyckoff Avenue
Brooklyn, NY 11237
(40.700088, -73.912085)"
"Capital One, N.A.",9502 3rd Street,Brooklyn,11209,Kings,"9502 3rd Street
Brooklyn, NY 11209
(40.6171, -74.033662)"
"Capital One, N.A.",341 Eastern Parkway,Brooklyn,11216,Kings,"341 Eastern Parkway
Brooklyn, NY 11216
(40.670779, -73.957551)"
"Capital One, N.A.",356 Fulton Street,Brooklyn,11201,Kings,"356 Fulton Street
Brooklyn, NY 11201
(40.691768, -73.988113)"
"Capital One, N.A.",185 Broadway,Brooklyn,11211,Kings,"185 Broadway
Brooklyn, NY 11211
(40.7097, -73.961674)"
"Capital One, N.A.",1226 Kings Highway,Brooklyn,11229,Kings,"1226 Kings Highway
Brooklyn, NY 11229
(40.607944, -73.960248)"
"Capital One, N.A.",1519 Avenue U,Brooklyn,11229,Kings,"1519 Avenue
Brooklyn, NY 11229
(40.601149, -73.956079)"
"Capital One, N.A.",50 Court Street,Brooklyn,11201,Kings,"50 Court Street
Brooklyn, NY 11201
(40.692425, -73.991046)"
"Capital One, N.A.",927 Flatbush Avenue,Brooklyn,11226,Kings,"927 Flatbush Avenue
Brooklyn, NY 11226
(40.649087, -73.958385)"
"Capital One, N.A.",3090 Ocean Avenue,Brooklyn,11235,Kings,"3090 Ocean Avenue
Brooklyn, NY 11235
(40.585675, -73.948818)"
"Capital One, N.A.",2102-2128 Ralph Avenue,Brooklyn,11234,Kings,"2102 2128 Ralph Avenue
Brooklyn, NY 11234
(40.626003, -73.918015)"
"Capital One, N.A.",5001 5th Avenue,Brooklyn,11220,Kings,"5001 5th Avenue
Brooklyn, NY 11220
(40.645017, -74.010392)"
"Capital One, N.A.",5102 Church Avenue,Brooklyn,11203,Kings,"5102 Church Avenue
Brooklyn, NY 11203
(40.652051, -73.928985)"
"Capital One, N.A.",65-21 18th Avenue,Brooklyn,11204,Kings,"65 21 18th Avenue
Brooklyn, NY 11204"
"Capital One, N.A.",2530 Flatbush Avenue,Brooklyn,11234,Kings,"2530 Flatbush Avenue
Brooklyn, NY 11234
(40.608674, -73.921448)"
"Capital One, N.A.",1620 Avenue U,Brooklyn,11229,Kings,"1620 Avenue
Brooklyn, NY 11229
(40.610548, -73.957475)"
"Capital One, N.A.",504 Neptune Avenue,Brooklyn,11224,Kings,"504 Neptune Avenue
Brooklyn, NY 11224
(40.579888, -73.97414)"
"Capital One, N.A.",807 Manhattan Avenue,Brooklyn,11222,Kings,"807 Manhattan Avenue
Brooklyn, NY 11222
(40.727931, -73.953157)"
"Capital One, N.A.",2123 Avenue U,Brooklyn,11229,Kings,"2123 Avenue
Brooklyn, NY 11229
(40.601837, -73.950019)"
"Capital One, N.A.",225 Glen Cove Road,Carle Place,11514,Nassau,"225 Glen Cove Road
Carle Place, NY 11514
(40.74818, -73.617706)"
"Capital One, N.A.",466 Central Avenue,Cedarhurst,11516,Nassau,"466 Central Avenue
Cedarhurst, NY 11516
(40.621045, -73.724661)"
"Capital One, N.A.",2100 Middle Country Road,Centereach,11720,Suffolk,"2100 Middle Country Road
Centereach, NY 11720
(40.858375, -73.085249)"
"Capital One, N.A.",500 Main Street,Center Moriches,11934,Suffolk,"500 Main Street
Center Moriches, NY 11934
(40.800489, -72.79785)"
"Capital One, N.A.",122-03 14th Avenue,College Point,11356,Queens,"122 03 14th Avenue
College Point, NY 11356"
"Capital One, N.A.",2050 Jericho Turnpike,Commack,11725,Suffolk,"2050 Jericho Turnpike
Commack, NY 11725
(40.845055, -73.273302)"
"Capital One, N.A.",1831 Deer Park Avenue,Deer Park,11729,Suffolk,"1831 Deer Park Avenue
Deer Park, NY 11729
(40.758773, -73.328)"
"Capital One, N.A.",40 Newtown Lane,East Hampton,11937,Suffolk,"40 Newtown Lane
East Hampton, NY 11937
(40.964183, -72.186803)"
"Capital One, N.A.",115 Main Street,East Rockaway,11518,Nassau,"115 Main Street
East Rockaway, NY 11518
(40.641491, -73.665613)"
"Capital One, N.A.",61 Route 25A,East Setauket,11733,Suffolk,"61 Route
East Setauket, NY 11733"
"Capital One, N.A.",620 Hempstead Turnpike,Elmont,11003,Nassau,"620 Hempstead Turnpike
Elmont, NY 11003
(40.707855, -73.70627)"
"Capital One, N.A.",312 Conklin Street,Farmingdale,11735,Nassau,"312 Conklin Street
Farmingdale, NY 11735
(40.732718, -73.44721)"
"Capital One, N.A.",1995 New Highway,Farmingdale,11735,Nassau,"1995 New Highway
Farmingdale, NY 11735
(40.754385, -73.414824)"
"Capital One, N.A.",20-10 Mott Avenue,Far Rockaway,11691,Queens,"20 10 Mott Avenue
Far Rockaway, NY 11691"
"Capital One, N.A.",257-03 Hillside Avenue,Floral Park,11004,Nassau,"257 03 Hillside Avenue
Floral Park, NY 11004
(40.751845, -73.670686)"
"Capital One, N.A.",170 Tulip Avenue,Floral Park,11001,Nassau,"170 Tulip Avenue
Floral Park, NY 11001
(40.723969, -73.702532)"
"Capital One, N.A.",136-21 Roosevelt Avenue,Flushing,11354,Queens,"136 21 Roosevelt Avenue
Flushing, NY 11354"
"Capital One, N.A.",61-24 188th Street,Flushing,11365,Queens,"61 24 188th Street
Flushing, NY 11365"
"Capital One, N.A.",70-09 Parsons Boulevard,Flushing,11365,Queens,"70 09 Parsons Boulevard
Flushing, NY 11365
(40.793796, -73.82552)"
"Capital One, N.A.",41-60 Main Street,Flushing,11355,Queens,"41 60 Main Street
Flushing, NY 11355
(40.75603, -73.82856)"
"Capital One, N.A.",32-02 Francis Lewis Boulevard,Flushing,11358,Queens,"32 02 Francis Lewis Boulevard
Flushing, NY 11358"
"Capital One, N.A.",107-18 Continental Avenue,Forest Hills,11375,Queens,"107 18 Continental Avenue
Forest Hills, NY 11375
(40.71647, -73.847129)"
"Capital One, N.A.",550 Franklin Avenue,Franklin Square,11010,Nassau,"550 Franklin Avenue
Franklin Square, NY 11010
(40.69266, -73.683878)"
"Capital One, N.A.",1415 Kellum Place,Garden City,11530,Nassau,"1415 Kellum Place
Garden City, NY 11530
(40.737486, -73.637665)"
"Capital One, N.A.",118 Seventh Street,Garden City,11530,Nassau,"118 Seventh Street
Garden City, NY 11530
(40.724781, -73.636461)"
"Capital One, N.A.",91 School Street,Glen Cove,11542,Nassau,"91 School Street
Glen Cove, NY 11542
(40.867401, -73.630803)"
"Capital One, N.A.",115 Forest Avenue,Glen Cove,11542,Nassau,"115 Forest Avenue
Glen Cove, NY 11542
(40.873651, -73.62065)"
"Capital One, N.A.",83-24 Woodhaven Boulevard,Glendale,11385,Queens,"83 24 Woodhaven Boulevard
Glendale, NY 11385"
"Capital One, N.A.",70-24 Myrtle Avenue,Glendale,11385,Queens,"70 24 Myrtle Avenue
Glendale, NY 11385"
"Capital One, N.A.",540 Middle Neck Road,Great Neck,11023,Nassau,"540 Middle Neck Road
Great Neck, NY 11023
(40.801102, -73.735174)"
"Capital One, N.A.",121 Middle Neck Road,Great Neck,11021,Nassau,"121 Middle Neck Road
Great Neck, NY 11021
(40.789443, -73.729986)"
"Capital One, N.A.",60 Cuttermill Road,Great Neck,11021,Nassau,"60 Cuttermill Road
Great Neck, NY 11021
(40.785934, -73.730986)"
"Capital One, N.A.",739 Pulaski Road,Greenlawn,11740,Suffolk,"739 Pulaski Road
Greenlawn, NY 11740
(40.868833, -73.349629)"
"Capital One, N.A.",230 Main Street,Greenport,11944,Suffolk,"230 Main Street
Greenport, NY 11944
(41.103054, -72.359343)"
"Capital One, N.A.",95 East Montauk Highway,Hampton Bays,11946,Suffolk,"95 East Montauk Highway
Hampton Bays, NY 11946
(40.879799, -72.5181)"
"Capital One, N.A.",99 Smithtown By-Pass,Hauppauge,11788,Suffolk,"99 Smithtown By Pass
Hauppauge, NY 11788
(40.826031, -73.207527)"
"Capital One, N.A.",1295 Broadway,Hewlett,11557,Nassau,"1295 Broadway
Hewlett, NY 11557
(40.63832, -73.701368)"
"Capital One, N.A.",190 Broadway,Hicksville,11801,Nassau,"190 Broadway
Hicksville, NY 11801
(40.764452, -73.520173)"
"Capital One, N.A.",155-14 Cross Bay Boulevard,Howard Beach,11414,Queens,"155 14 Cross Bay Boulevard
Howard Beach, NY 11414"
"Capital One, N.A.",19 Jericho Turnpike ,Huntington Station ,11746,Suffolk,"19 Jericho Turnpike
Huntington Station, NY 11746
(40.828335, -73.408478)"
"Capital One, N.A.",290 Main Street,Islip,11751,Suffolk,"290 Main Street
Islip, NY 11751
(40.72803, -73.218545)"
"Capital One, N.A.",37-02 82 Street,Jackson Heights,11372,Queens,"37 02 82 Street
Jackson Heights, NY 11372"
"Capital One, N.A.",146-21 Jamaica Avenue,Jamaica,11435,Queens,"146 21 Jamaica Avenue
Jamaica, NY 11435"
"Capital One, N.A.",2 Jericho Plaza,Jericho,11753,Nassau,"2 Jericho Plaza
Jericho, NY 11753
(40.785783, -73.547328)"
"Capital One, N.A.",120-32 Queens Boulevard,Kew Gardens,11415,Queens,"120 32 Queens Boulevard
Kew Gardens, NY 11415"
"Capital One, N.A.",119-01 Metropolitan Avenue,Kew Gardens,11415,Queens,"119 01 Metropolitan Avenue
Kew Gardens, NY 11415"
"Capital One, N.A.",75-21 Main Street,Kew Gardens Hills,11367,Queens,"75 21 Main Street
Kew Gardens Hills, NY 11367"
"Capital One, N.A.",143 Alexander Avenue,Lake Grove,11755,Suffolk,"143 Alexander Avenue
Lake Grove, NY 11755
(40.864716, -73.134579)"
"Capital One, N.A.",2003 Smith Haven Plaza,Lake Grove,11755,Suffolk,"2003 Smith Haven Plaza
Lake Grove, NY 11755"
"Capital One, N.A.",1370 Boston Post Road,Larchmont,10538,Westchester,"1370 Boston Post Road
Larchmont, NY 10538
(40.934408, -73.748181)"
"Capital One, N.A.",3721 Hempstead Turnpike,Levittown,11756,Nassau,"3721 Hempstead Turnpike
Levittown, NY 11756
(40.725651, -73.498192)"
"Capital One, N.A.",300 South Wellwood Avenue,Lindenhurst,11757,Suffolk,"300 South Wellwood Avenue
Lindenhurst, NY 11757
(40.684074, -73.37023)"
"Capital One, N.A.",248-40 Northern Boulevard,Little Neck,11363,Queens,"248 40 Northern Boulevard
Little Neck, NY 11363"
"Capital One, N.A.",11 East Park Avenue,Long Beach,11561,Nassau,"11 East Park Avenue
Long Beach, NY 11561
(40.588658, -73.663624)"
"Capital One, N.A.",1 Franklin Avenue,Lynbrook,11563,Nassau,"1 Franklin Avenue
Lynbrook, NY 11563
(40.666456, -73.671435)"
"Capital One, N.A.",4966 Merrick Road,Massapequa,11762,Nassau,"4966 Merrick Road
Massapequa, NY 11762
(40.666425, -73.451791)"
"Capital One, N.A.",4374 Sunrise Highway,Massapequa,11758,Nassau,"4374 Sunrise Highway
Massapequa, NY 11758
(40.675893, -73.472552)"
"Capital One, N.A.",5100 Sunrise Highway,Massapequa Park,11762,Nassau,"5100 Sunrise Highway
Massapequa Park, NY 11762
(40.678006, -73.444641)"
"Capital One, N.A.",11700 Main Road,Mattituck,11952,Suffolk,"11700 Main Road
Mattituck, NY 11952
(40.988371, -72.534959)"
"Capital One, N.A.",275 Broadhollow Road,Melville,11747,Suffolk,"275 Broadhollow Road
Melville, NY 11747
(40.783475, -73.417477)"
"Capital One, N.A.",265 Broadhollow Road,Melville,11747,Suffolk,"265 Broadhollow Road
Melville, NY 11747
(40.784755, -73.416957)"
"Capital One, N.A.",2192 Merrick Road,Merrick,11566,Nassau,"2192 Merrick Road
Merrick, NY 11566
(40.659296, -73.543469)"
"Capital One, N.A.",35 Merrick Avenue,Merrick,11566,Nassau,"35 Merrick Avenue
Merrick, NY 11566
(40.664759, -73.552605)"
"Capital One, N.A.",74-11 Metropolitan Avenue,Middle Village,11379,Queens,"74 11 Metropolitan Avenue
Middle Village, NY 11379"
"Capital One, N.A.",510 Gramatan Avenue,Mount Vernon,10552,Westchester,"510 Gramatan Avenue
Mount Vernon, NY 10552
(40.924522, -73.836374)"
"Capital One, N.A.",52 East Route 59,Nanuet,10954,Rockland,"52 East Route
Nanuet, NY 10954"
"Capital One, N.A.",65 North Main Street,New City,10956,Rockland,"65 North Main Street
New City, NY 10956
(41.14967, -73.989224)"
"Capital One, N.A.",2055 Hillside Avenue,New Hyde Park,11040,Nassau,"2055 Hillside Avenue
New Hyde Park, NY 11040
(40.751357, -73.674853)"
"Capital One, N.A.",Chelsea Piers,New York,10011,New York,
"Capital One, N.A.",159 Second Avenue,New York,10003,New York,"159 Second Avenue
New York, NY 10003
(40.729671, -73.986861)"
"Capital One, N.A.",620 West 181st Street,New York,10033,New York,"620 West 181st Street
New York, NY 10033
(40.849765, -73.934801)"
"Capital One, N.A.",249 East 86th Street,New York,10028,New York,"249 East 86th Street
New York, NY 10028
(40.77805, -73.952146)"
"Capital One, N.A.",2310 Frederick Douglas Boulevard,New York,10027,New York,"2310 Frederick Douglas Boulevard
New York, NY 10027
(40.809814, -73.951434)"
"Capital One, N.A.",300 Madison Avenue,New York,10017,New York,"300 Madison Avenue
New York, NY 10017
(40.752446, -73.979553)"
"Capital One, N.A.",1407 Broadway,New York,10018,New York,"1407 Broadway
New York, NY 10018
(40.753216, -73.987214)"
"Capital One, N.A.",991 Third Avenue,New York,10022,New York,"991 Third Avenue
New York, NY 10022
(40.761658, -73.966507)"
"Capital One, N.A.",1180 Third Avenue,New York,10021,New York,"1180 Third Avenue
New York, NY 10021
(40.768267, -73.961662)"
"Capital One, N.A.",176 Broadway,New York,10038,New York,"176 Broadway
New York, NY 10038
(40.709986, -74.009813)"
"Capital One, N.A.",502 Park Avenue,New York,10022,New York,"502 Park Avenue
New York, NY 10022
(40.763144, -73.96977)"
"Capital One, N.A.",90 West Broadway,New York,10007,New York,"90 West Broadway
New York, NY 10007
(40.715382, -74.009323)"
"Capital One, N.A.",1745 Broadway,New York,10019,New York,"1745 Broadway
New York, NY 10019
(40.76494, -73.982149)"
"Capital One, N.A.",1536 Third Avenue,New York,10028,New York,"1536 Third Avenue
New York, NY 10028
(40.779157, -73.953736)"
"Capital One, N.A.",404 Fifth Avenue,New York,10022,New York,"404 Fifth Avenue
New York, NY 10022
(40.750171, -73.983323)"
"Capital One, N.A.",301 West 125th Street,New York,10027,New York,"301 West 125th Street
New York, NY 10027
(40.810353, -73.951595)"
"Capital One, N.A.",2025 Broadway,New York,10023,New York,"2025 Broadway
New York, NY 10023
(40.77665, -73.98223)"
"Capital One, N.A.",21 Dyckman Street,New York,10040,New York,"21 Dyckman Street
New York, NY 10040
(40.859599, -73.923457)"
"Capital One, N.A.",750 Columbus Avenue,New York,10025,New York,"750 Columbus Avenue
New York, NY 10025
(40.793209, -73.967262)"
